user_id,event_date,event_type,channel
U00614,2025-04-20,purchase,MOB
U00614,2025-04-14,search,MOB
U00614,2025-04-26,search,MOB
U00615,2025-01-21,booking_start,API
U00615,2025-02-09,search,API
U00615,2025-01-22,fare_click,API
U00615,2025-02-15,purchase,API
U00615,2025-01-31,booking_start,API
U00615,2025-01-28,search,API
U00615,2025-02-16,fare_click,API
U00615,2025-01-23,booking_start,API
U00615,2025-01-19,search,API
U00615,2025-02-14,fare_click,API
U00615,2025-02-09,booking_start,API
U00615,2025-02-07,search,API
U00615,2025-01-24,fare_click,API
U00616,2025-02-17,booking_start,WEB
U00616,2025-02-13,search,WEB
U00616,2025-03-01,search,WEB
U00616,2025-02-24,fare_click,WEB
U00616,2025-02-12,search,WEB
U00616,2025-03-08,fare_click,WEB
U00616,2025-02-20,fare_click,WEB
U00616,2025-03-01,purchase,WEB
U00616,2025-03-01,fare_click,WEB
U00616,2025-03-08,fare_click,WEB
U00616,2025-02-10,search,WEB
U00617,2025-03-25,booking_start,BSP
U00617,2025-04-04,purchase,BSP
U00617,2025-03-30,fare_click,BSP
U00617,2025-03-10,booking_start,BSP
U00617,2025-03-14,purchase,BSP
U00617,2025-03-24,purchase,BSP
U00617,2025-03-11,search,BSP
U00617,2025-03-21,fare_click,BSP
U00617,2025-03-28,search,BSP
U00618,2025-02-28,booking_start,WEB
U00618,2025-02-23,search,WEB
U00618,2025-02-14,fare_click,WEB
U00618,2025-03-10,search,WEB
U00618,2025-03-14,search,WEB
U00618,2025-02-14,fare_click,WEB
U00618,2025-03-14,booking_start,WEB
U00618,2025-02-27,purchase,WEB
U00618,2025-02-19,search,WEB
U00618,2025-03-11,fare_click,WEB
U00618,2025-02-19,booking_start,WEB
U00618,2025-03-03,fare_click,WEB
U00618,2025-03-08,fare_click,WEB
U00618,2025-02-16,search,WEB
U00618,2025-03-09,search,WEB
U00618,2025-02-28,search,WEB
U00618,2025-03-01,search,WEB
U00618,2025-03-13,booking_start,WEB
U00618,2025-02-15,search,WEB
U00619,2025-01-30,fare_click,MOB
U00619,2025-02-09,search,MOB
U00619,2025-01-31,booking_start,MOB
U00619,2025-01-16,booking_start,MOB
U00619,2025-02-06,search,MOB
U00619,2025-01-27,purchase,MOB
U00619,2025-02-08,search,MOB
U00619,2025-02-04,booking_start,MOB
U00619,2025-01-26,booking_start,MOB
U00619,2025-02-06,fare_click,MOB
U00619,2025-01-13,search,MOB
U00620,2025-03-17,search,API
U00620,2025-03-26,purchase,API
U00620,2025-03-08,search,API
U00620,2025-03-26,search,API
U00620,2025-02-27,booking_start,API
U00621,2025-01-29,search,WEB
U00621,2025-01-28,fare_click,WEB
U00621,2025-01-22,purchase,WEB
U00621,2025-02-11,fare_click,WEB
U00621,2025-02-07,search,WEB
U00621,2025-02-07,search,WEB
U00621,2025-02-04,booking_start,WEB
U00621,2025-01-31,search,WEB
U00621,2025-02-15,fare_click,WEB
U00621,2025-02-13,booking_start,WEB
U00621,2025-01-29,search,WEB
U00621,2025-01-31,search,WEB
U00621,2025-02-02,booking_start,WEB
U00621,2025-01-24,booking_start,WEB
U00622,2025-03-17,fare_click,WEB
U00622,2025-04-10,fare_click,WEB
U00622,2025-03-30,purchase,WEB
U00622,2025-03-22,booking_start,WEB
U00622,2025-04-11,fare_click,WEB
U00622,2025-03-23,search,WEB
U00622,2025-04-08,purchase,WEB
U00622,2025-03-25,search,WEB
U00622,2025-04-11,search,WEB
U00623,2025-03-13,fare_click,MOB
U00623,2025-03-31,fare_click,MOB
U00623,2025-03-18,search,MOB
U00623,2025-03-22,search,MOB
U00623,2025-03-09,booking_start,MOB
U00623,2025-03-11,search,MOB
U00623,2025-03-09,fare_click,MOB
U00623,2025-03-11,search,MOB
U00623,2025-03-05,fare_click,MOB
U00623,2025-03-05,booking_start,MOB
U00623,2025-03-30,search,MOB
U00624,2025-02-28,search,API
U00624,2025-03-04,search,API
U00624,2025-03-07,booking_start,API
U00624,2025-02-13,purchase,API
U00624,2025-02-27,fare_click,API
U00624,2025-02-11,fare_click,API
U00624,2025-02-16,search,API
U00624,2025-02-20,search,API
U00624,2025-03-02,fare_click,API
U00624,2025-02-26,search,API
U00624,2025-02-20,search,API
U00624,2025-02-21,search,API
U00624,2025-02-18,search,API
U00624,2025-02-14,search,API
U00624,2025-02-08,search,API
U00624,2025-02-20,search,API
U00624,2025-02-28,booking_start,API
U00625,2025-01-15,search,API
U00625,2025-01-06,booking_start,API
U00625,2025-01-30,fare_click,API
U00625,2025-01-11,booking_start,API
U00625,2025-01-09,search,API
U00625,2025-01-22,fare_click,API
U00625,2025-01-18,fare_click,API
U00625,2025-01-15,search,API
U00625,2025-01-19,search,API
U00625,2025-01-13,search,API
U00625,2025-01-24,fare_click,API
U00625,2025-01-04,fare_click,API
U00625,2025-01-12,search,API
U00625,2025-01-10,booking_start,API
U00626,2025-01-04,search,MOB
U00626,2025-01-24,search,MOB
U00626,2025-01-10,fare_click,MOB
U00626,2025-01-23,fare_click,MOB
U00626,2025-01-03,search,MOB
U00626,2025-01-15,purchase,MOB
U00626,2025-01-08,fare_click,MOB
U00626,2025-01-18,search,MOB
U00626,2025-01-28,search,MOB
U00626,2025-01-14,booking_start,MOB
U00626,2025-01-22,search,MOB
U00626,2025-01-24,search,MOB
U00626,2025-01-11,fare_click,MOB
U00626,2025-01-23,search,MOB
U00626,2025-01-10,search,MOB
U00627,2025-03-27,fare_click,BSP
U00627,2025-03-26,search,BSP
U00627,2025-04-13,fare_click,BSP
U00627,2025-03-21,purchase,BSP
U00627,2025-03-18,fare_click,BSP
U00627,2025-03-29,search,BSP
U00627,2025-03-31,booking_start,BSP
U00627,2025-04-15,booking_start,BSP
U00627,2025-03-19,search,BSP
U00627,2025-04-08,fare_click,BSP
U00627,2025-04-01,search,BSP
U00627,2025-04-15,search,BSP
U00627,2025-03-20,fare_click,BSP
U00628,2025-03-11,purchase,WEB
U00628,2025-03-27,search,WEB
U00628,2025-03-13,search,WEB
U00628,2025-03-14,search,WEB
U00628,2025-03-25,search,WEB
U00628,2025-03-22,fare_click,WEB
U00628,2025-03-11,booking_start,WEB
U00628,2025-03-23,fare_click,WEB
U00628,2025-03-19,search,WEB
U00628,2025-03-26,search,WEB
U00628,2025-03-19,purchase,WEB
U00628,2025-03-28,purchase,WEB
U00628,2025-03-30,purchase,WEB
U00629,2025-03-05,purchase,BSP
U00629,2025-03-07,fare_click,BSP
U00629,2025-03-10,booking_start,BSP
U00629,2025-03-12,fare_click,BSP
U00629,2025-04-02,purchase,BSP
U00629,2025-03-29,booking_start,BSP
U00629,2025-03-22,fare_click,BSP
U00629,2025-03-18,search,BSP
U00629,2025-03-04,search,BSP
U00629,2025-03-11,purchase,BSP
U00629,2025-03-25,search,BSP
U00629,2025-03-20,booking_start,BSP
U00629,2025-03-16,search,BSP
U00629,2025-03-31,search,BSP
U00629,2025-03-24,search,BSP
U00629,2025-03-08,search,BSP
U00630,2025-02-15,search,WEB
U00630,2025-01-29,search,WEB
U00630,2025-02-04,fare_click,WEB
U00630,2025-02-12,search,WEB
U00630,2025-02-13,fare_click,WEB
U00630,2025-02-09,search,WEB
U00630,2025-02-15,search,WEB
U00630,2025-02-14,search,WEB
U00631,2025-03-22,booking_start,WEB
U00631,2025-02-26,fare_click,WEB
U00631,2025-03-21,purchase,WEB
U00631,2025-03-02,fare_click,WEB
U00631,2025-03-22,search,WEB
U00631,2025-03-07,booking_start,WEB
U00631,2025-03-10,fare_click,WEB
U00631,2025-03-04,purchase,WEB
U00631,2025-02-27,booking_start,WEB
U00632,2025-02-07,search,BSP
U00632,2025-02-06,booking_start,BSP
U00632,2025-02-27,fare_click,BSP
U00632,2025-02-05,fare_click,BSP
U00632,2025-02-07,search,BSP
U00632,2025-02-27,fare_click,BSP
U00632,2025-03-01,search,BSP
U00632,2025-02-18,search,BSP
U00632,2025-02-02,purchase,BSP
U00633,2025-02-15,fare_click,MOB
U00633,2025-02-25,fare_click,MOB
U00633,2025-03-07,search,MOB
U00633,2025-03-01,search,MOB
U00633,2025-03-07,fare_click,MOB
U00633,2025-02-28,search,MOB
U00633,2025-02-13,search,MOB
U00633,2025-02-11,booking_start,MOB
U00633,2025-02-13,purchase,MOB
U00633,2025-03-08,search,MOB
U00633,2025-02-22,search,MOB
U00633,2025-02-27,search,MOB
U00633,2025-03-04,fare_click,MOB
U00633,2025-02-24,search,MOB
U00633,2025-03-06,booking_start,MOB
U00634,2025-02-01,purchase,MOB
U00634,2025-01-14,purchase,MOB
U00634,2025-02-03,search,MOB
U00634,2025-01-28,search,MOB
U00634,2025-02-04,fare_click,MOB
U00635,2025-03-07,search,WEB
U00635,2025-03-23,fare_click,WEB
U00635,2025-03-02,purchase,WEB
U00635,2025-03-07,fare_click,WEB
U00635,2025-03-02,search,WEB
U00635,2025-03-14,booking_start,WEB
U00635,2025-03-22,search,WEB
U00635,2025-03-09,fare_click,WEB
U00635,2025-03-22,fare_click,WEB
U00635,2025-03-28,purchase,WEB
U00636,2025-03-02,fare_click,MOB
U00636,2025-03-04,fare_click,MOB
U00636,2025-02-13,search,MOB
U00636,2025-03-06,fare_click,MOB
U00636,2025-02-15,purchase,MOB
U00636,2025-03-08,search,MOB
U00636,2025-03-14,search,MOB
U00636,2025-02-19,search,MOB
U00636,2025-03-06,booking_start,MOB
U00636,2025-03-12,search,MOB
U00636,2025-02-24,search,MOB
U00637,2025-02-27,purchase,WEB
U00637,2025-03-06,fare_click,WEB
U00637,2025-02-15,search,WEB
U00637,2025-02-16,search,WEB
U00637,2025-03-06,search,WEB
U00637,2025-03-04,search,WEB
U00638,2025-03-01,search,MOB
U00638,2025-03-02,search,MOB
U00638,2025-02-11,search,MOB
U00638,2025-02-05,search,MOB
U00638,2025-02-18,search,MOB
U00638,2025-02-12,fare_click,MOB
U00638,2025-02-27,fare_click,MOB
U00638,2025-02-20,search,MOB
U00638,2025-02-12,search,MOB
U00638,2025-02-11,search,MOB
U00638,2025-02-27,fare_click,MOB
U00638,2025-02-10,search,MOB
U00638,2025-02-21,search,MOB
U00638,2025-03-01,search,MOB
U00638,2025-02-22,purchase,MOB
U00638,2025-03-02,purchase,MOB
U00638,2025-02-04,search,MOB
U00638,2025-02-22,fare_click,MOB
U00639,2025-03-14,search,WEB
U00639,2025-02-21,booking_start,WEB
U00639,2025-03-04,search,WEB
U00639,2025-03-03,search,WEB
U00639,2025-03-02,purchase,WEB
U00639,2025-02-28,fare_click,WEB
U00639,2025-03-11,fare_click,WEB
U00639,2025-02-26,fare_click,WEB
U00639,2025-02-18,fare_click,WEB
U00639,2025-02-20,fare_click,WEB
U00640,2025-03-16,fare_click,MOB
U00640,2025-03-07,search,MOB
U00640,2025-03-21,fare_click,MOB
U00640,2025-03-05,fare_click,MOB
U00640,2025-03-04,search,MOB
U00640,2025-03-30,search,MOB
U00640,2025-03-13,search,MOB
U00640,2025-03-06,fare_click,MOB
U00640,2025-03-10,search,MOB
U00640,2025-03-14,search,MOB
U00640,2025-03-28,purchase,MOB
U00640,2025-03-23,fare_click,MOB
U00640,2025-03-23,search,MOB
U00641,2025-03-07,search,API
U00641,2025-02-25,search,API
U00641,2025-03-12,search,API
U00641,2025-03-15,purchase,API
U00641,2025-03-15,search,API
U00641,2025-03-07,purchase,API
U00641,2025-02-26,booking_start,API
U00641,2025-02-17,fare_click,API
U00641,2025-02-19,fare_click,API
U00642,2025-01-30,purchase,BSP
U00642,2025-02-09,booking_start,BSP
U00642,2025-02-09,search,BSP
U00642,2025-02-08,search,BSP
U00642,2025-01-23,fare_click,BSP
U00642,2025-02-17,fare_click,BSP
U00642,2025-02-03,booking_start,BSP
U00642,2025-01-28,search,BSP
U00642,2025-02-01,fare_click,BSP
U00642,2025-02-05,search,BSP
U00642,2025-02-17,search,BSP
U00642,2025-01-27,search,BSP
U00642,2025-02-13,search,BSP
U00642,2025-02-08,search,BSP
U00642,2025-01-23,fare_click,BSP
U00643,2025-04-16,search,API
U00643,2025-03-26,search,API
U00643,2025-04-08,fare_click,API
U00643,2025-04-09,search,API
U00643,2025-03-30,search,API
U00643,2025-04-16,purchase,API
U00643,2025-03-24,fare_click,API
U00644,2025-04-21,search,BSP
U00644,2025-04-02,search,BSP
U00644,2025-04-03,search,BSP
U00644,2025-04-19,search,BSP
U00644,2025-04-23,fare_click,BSP
U00644,2025-04-15,search,BSP
U00644,2025-04-08,search,BSP
U00644,2025-04-10,search,BSP
U00645,2025-03-21,fare_click,BSP
U00645,2025-03-29,search,BSP
U00645,2025-03-19,search,BSP
U00645,2025-04-04,purchase,BSP
U00645,2025-03-16,search,BSP
U00645,2025-03-22,fare_click,BSP
U00645,2025-04-06,search,BSP
U00645,2025-04-02,search,BSP
U00645,2025-03-18,fare_click,BSP
U00645,2025-03-30,search,BSP
U00645,2025-03-23,search,BSP
U00645,2025-03-16,search,BSP
U00645,2025-04-07,search,BSP
U00645,2025-03-28,booking_start,BSP
U00645,2025-03-22,search,BSP
U00646,2025-02-17,fare_click,WEB
U00646,2025-02-20,fare_click,WEB
U00646,2025-02-23,purchase,WEB
U00646,2025-03-02,booking_start,WEB
U00646,2025-02-09,fare_click,WEB
U00646,2025-02-07,search,WEB
U00646,2025-02-21,fare_click,WEB
U00646,2025-03-06,fare_click,WEB
U00646,2025-02-11,search,WEB
U00646,2025-02-19,booking_start,WEB
U00646,2025-02-26,search,WEB
U00646,2025-02-14,booking_start,WEB
U00646,2025-02-26,purchase,WEB
U00646,2025-02-24,fare_click,WEB
U00646,2025-03-05,booking_start,WEB
U00647,2025-01-23,search,BSP
U00647,2025-02-17,search,BSP
U00647,2025-02-12,search,BSP
U00647,2025-01-28,purchase,BSP
U00647,2025-01-23,fare_click,BSP
U00647,2025-01-28,fare_click,BSP
U00647,2025-01-27,search,BSP
U00647,2025-02-15,fare_click,BSP
U00647,2025-01-21,booking_start,BSP
U00647,2025-02-15,fare_click,BSP
U00647,2025-02-14,search,BSP
U00648,2025-02-02,fare_click,API
U00648,2025-01-30,fare_click,API
U00648,2025-01-22,search,API
U00648,2025-02-17,search,API
U00648,2025-01-25,purchase,API
U00649,2025-03-03,search,API
U00649,2025-03-22,purchase,API
U00649,2025-03-11,fare_click,API
U00649,2025-03-04,search,API
U00649,2025-03-24,search,API
U00649,2025-03-13,fare_click,API
U00649,2025-03-07,search,API
U00649,2025-03-14,search,API
U00649,2025-03-24,search,API
U00649,2025-03-24,search,API
U00649,2025-03-03,fare_click,API
U00649,2025-03-18,search,API
U00649,2025-03-26,purchase,API
U00649,2025-03-24,search,API
U00650,2025-01-21,search,MOB
U00650,2025-01-30,fare_click,MOB
U00650,2025-02-11,search,MOB
U00650,2025-01-18,search,MOB
U00650,2025-01-23,fare_click,MOB
U00650,2025-01-20,search,MOB
U00650,2025-01-27,fare_click,MOB
U00651,2025-02-22,purchase,API
U00651,2025-02-26,search,API
U00651,2025-03-11,search,API
U00651,2025-02-16,search,API
U00651,2025-02-27,search,API
U00652,2025-03-15,search,MOB
U00652,2025-03-02,fare_click,MOB
U00652,2025-03-15,fare_click,MOB
U00652,2025-03-14,fare_click,MOB
U00652,2025-03-02,search,MOB
U00652,2025-02-20,purchase,MOB
U00652,2025-02-25,fare_click,MOB
U00652,2025-02-26,search,MOB
U00652,2025-03-06,booking_start,MOB
U00652,2025-02-21,search,MOB
U00653,2025-01-15,fare_click,BSP
U00653,2025-01-28,search,BSP
U00653,2025-02-11,search,BSP
U00653,2025-01-17,booking_start,BSP
U00653,2025-01-14,search,BSP
U00653,2025-02-05,booking_start,BSP
U00653,2025-02-09,fare_click,BSP
U00653,2025-02-05,search,BSP
U00653,2025-02-04,search,BSP
U00653,2025-01-30,fare_click,BSP
U00653,2025-02-04,purchase,BSP
U00653,2025-01-25,search,BSP
U00653,2025-02-11,search,BSP
U00654,2025-02-12,search,API
U00654,2025-01-27,fare_click,API
U00654,2025-02-04,booking_start,API
U00654,2025-01-24,search,API
U00654,2025-02-08,search,API
U00654,2025-01-23,fare_click,API
U00654,2025-01-25,booking_start,API
U00654,2025-02-01,booking_start,API
U00654,2025-01-28,fare_click,API
U00654,2025-02-07,search,API
U00654,2025-02-10,search,API
U00655,2025-02-22,search,BSP
U00655,2025-02-11,fare_click,BSP
U00655,2025-02-16,fare_click,BSP
U00655,2025-02-16,fare_click,BSP
U00655,2025-02-26,booking_start,BSP
U00655,2025-02-22,fare_click,BSP
U00655,2025-02-01,booking_start,BSP
U00655,2025-02-07,search,BSP
U00655,2025-01-31,fare_click,BSP
U00655,2025-02-19,fare_click,BSP
U00655,2025-02-03,search,BSP
U00655,2025-02-28,search,BSP
U00655,2025-02-19,fare_click,BSP
U00655,2025-02-13,search,BSP
U00656,2025-01-18,search,API
U00656,2025-01-10,search,API
U00656,2025-01-03,booking_start,API
U00656,2025-01-22,search,API
U00656,2025-01-24,search,API
U00656,2025-01-22,search,API
U00657,2025-03-08,search,API
U00657,2025-02-26,search,API
U00657,2025-02-27,search,API
U00657,2025-03-13,search,API
U00657,2025-03-16,search,API
U00657,2025-03-04,fare_click,API
U00657,2025-03-02,search,API
U00657,2025-03-09,search,API
U00657,2025-03-06,fare_click,API
U00657,2025-03-24,purchase,API
U00657,2025-03-12,search,API
U00657,2025-02-26,search,API
U00657,2025-02-23,fare_click,API
U00657,2025-03-05,search,API
U00657,2025-03-12,search,API
U00657,2025-03-20,booking_start,API
U00657,2025-03-23,booking_start,API
U00658,2025-02-01,search,MOB
U00658,2025-01-04,fare_click,MOB
U00658,2025-01-11,fare_click,MOB
U00658,2025-01-31,purchase,MOB
U00658,2025-01-15,fare_click,MOB
U00658,2025-01-25,search,MOB
U00658,2025-01-22,fare_click,MOB
U00658,2025-01-15,search,MOB
U00658,2025-01-17,fare_click,MOB
U00658,2025-01-04,purchase,MOB
U00659,2025-01-26,search,BSP
U00659,2025-02-06,search,BSP
U00659,2025-01-26,search,BSP
U00659,2025-01-25,search,BSP
U00659,2025-01-24,booking_start,BSP
U00659,2025-01-28,booking_start,BSP
U00659,2025-01-26,search,BSP
U00659,2025-01-26,search,BSP
U00659,2025-01-30,search,BSP
U00659,2025-01-23,search,BSP
U00659,2025-01-31,search,BSP
U00659,2025-02-03,fare_click,BSP
U00659,2025-01-21,purchase,BSP
U00659,2025-01-29,search,BSP
U00659,2025-02-06,booking_start,BSP
U00659,2025-01-31,search,BSP
U00659,2025-01-28,search,BSP
U00660,2025-04-17,fare_click,API
U00660,2025-03-29,search,API
U00660,2025-04-07,fare_click,API
U00660,2025-04-06,purchase,API
U00660,2025-04-03,search,API
U00661,2025-03-16,purchase,WEB
U00661,2025-03-17,purchase,WEB
U00661,2025-03-22,search,WEB
U00661,2025-03-20,fare_click,WEB
U00661,2025-03-23,search,WEB
U00661,2025-03-25,search,WEB
U00661,2025-03-03,search,WEB
U00661,2025-03-06,fare_click,WEB
U00661,2025-03-14,purchase,WEB
U00661,2025-03-01,search,WEB
U00661,2025-03-26,search,WEB
U00661,2025-03-23,search,WEB
U00661,2025-03-26,search,WEB
U00661,2025-03-04,search,WEB
U00661,2025-03-15,purchase,WEB
U00661,2025-03-15,fare_click,WEB
U00661,2025-02-26,booking_start,WEB
U00661,2025-03-01,search,WEB
U00662,2025-03-28,booking_start,BSP
U00662,2025-03-31,purchase,BSP
U00662,2025-04-03,fare_click,BSP
U00662,2025-03-21,fare_click,BSP
U00662,2025-04-13,booking_start,BSP
U00662,2025-04-13,search,BSP
U00662,2025-03-24,fare_click,BSP
U00662,2025-04-03,search,BSP
U00662,2025-03-31,fare_click,BSP
U00662,2025-03-18,booking_start,BSP
U00662,2025-04-06,search,BSP
U00662,2025-03-27,search,BSP
U00662,2025-04-14,purchase,BSP
U00663,2025-02-01,search,BSP
U00663,2025-02-08,search,BSP
U00663,2025-01-31,search,BSP
U00663,2025-02-06,fare_click,BSP
U00663,2025-01-15,booking_start,BSP
U00663,2025-01-22,booking_start,BSP
U00663,2025-01-15,search,BSP
U00663,2025-01-14,fare_click,BSP
U00663,2025-01-16,search,BSP
U00663,2025-01-20,booking_start,BSP
U00663,2025-02-06,search,BSP
U00663,2025-01-27,booking_start,BSP
U00663,2025-02-08,search,BSP
U00663,2025-01-25,fare_click,BSP
U00663,2025-01-27,search,BSP
U00663,2025-01-19,search,BSP
U00664,2025-03-31,booking_start,BSP
U00664,2025-03-31,search,BSP
U00664,2025-03-30,purchase,BSP
U00664,2025-03-16,search,BSP
U00664,2025-03-21,fare_click,BSP
U00664,2025-03-15,fare_click,BSP
U00664,2025-03-24,search,BSP
U00664,2025-04-08,search,BSP
U00664,2025-04-13,search,BSP
U00664,2025-04-07,booking_start,BSP
U00664,2025-04-07,booking_start,BSP
U00664,2025-04-10,search,BSP
U00664,2025-04-04,fare_click,BSP
U00664,2025-04-06,search,BSP
U00664,2025-03-26,search,BSP
U00664,2025-03-25,fare_click,BSP
U00664,2025-04-02,fare_click,BSP
U00664,2025-04-08,search,BSP
U00665,2025-01-30,purchase,MOB
U00665,2025-01-22,booking_start,MOB
U00665,2025-02-04,fare_click,MOB
U00665,2025-02-01,fare_click,MOB
U00665,2025-01-20,search,MOB
U00666,2025-04-11,booking_start,WEB
U00666,2025-03-19,search,WEB
U00666,2025-03-17,booking_start,WEB
U00666,2025-03-22,fare_click,WEB
U00666,2025-03-29,fare_click,WEB
U00666,2025-03-23,fare_click,WEB
U00666,2025-03-14,search,WEB
U00666,2025-03-18,booking_start,WEB
U00666,2025-03-25,search,WEB
U00666,2025-03-20,fare_click,WEB
U00666,2025-03-25,search,WEB
U00667,2025-04-02,purchase,BSP
U00667,2025-04-14,booking_start,BSP
U00667,2025-04-14,booking_start,BSP
U00667,2025-03-23,fare_click,BSP
U00667,2025-03-20,fare_click,BSP
U00667,2025-04-12,search,BSP
U00667,2025-04-11,search,BSP
U00667,2025-04-03,booking_start,BSP
U00667,2025-03-21,purchase,BSP
U00667,2025-04-07,fare_click,BSP
U00667,2025-03-27,search,BSP
U00667,2025-04-08,search,BSP
U00667,2025-04-02,search,BSP
U00668,2025-01-31,search,API
U00668,2025-01-26,search,API
U00668,2025-02-16,booking_start,API
U00668,2025-01-25,search,API
U00668,2025-02-01,search,API
U00668,2025-02-15,search,API
U00668,2025-02-20,search,API
U00668,2025-02-18,search,API
U00668,2025-02-13,fare_click,API
U00668,2025-01-28,fare_click,API
U00668,2025-01-27,search,API
U00668,2025-02-15,search,API
U00668,2025-02-17,booking_start,API
U00668,2025-02-15,booking_start,API
U00668,2025-02-06,search,API
U00668,2025-02-13,fare_click,API
U00669,2025-02-03,booking_start,API
U00669,2025-02-14,purchase,API
U00669,2025-02-11,search,API
U00669,2025-01-29,search,API
U00669,2025-02-03,fare_click,API
U00669,2025-02-19,purchase,API
U00669,2025-02-26,fare_click,API
U00669,2025-02-11,fare_click,API
U00669,2025-02-09,search,API
U00669,2025-01-29,fare_click,API
U00669,2025-02-20,search,API
U00669,2025-02-08,fare_click,API
U00669,2025-02-15,purchase,API
U00669,2025-01-30,booking_start,API
U00670,2025-01-31,fare_click,MOB
U00670,2025-02-04,fare_click,MOB
U00670,2025-01-20,search,MOB
U00670,2025-01-21,search,MOB
U00670,2025-01-21,booking_start,MOB
U00670,2025-01-27,search,MOB
U00671,2025-02-06,booking_start,API
U00671,2025-02-18,booking_start,API
U00671,2025-02-22,search,API
U00671,2025-02-11,search,API
U00671,2025-02-19,purchase,API
U00671,2025-02-11,booking_start,API
U00671,2025-02-24,fare_click,API
U00671,2025-02-25,search,API
U00671,2025-02-16,fare_click,API
U00671,2025-02-14,fare_click,API
U00671,2025-02-24,search,API
U00671,2025-02-27,fare_click,API
U00671,2025-02-10,booking_start,API
U00671,2025-03-06,search,API
U00672,2025-04-19,fare_click,BSP
U00672,2025-04-09,search,BSP
U00672,2025-04-08,search,BSP
U00672,2025-04-10,purchase,BSP
U00672,2025-04-02,search,BSP
U00672,2025-04-06,search,BSP
U00672,2025-04-15,fare_click,BSP
U00672,2025-04-14,search,BSP
U00672,2025-04-03,fare_click,BSP
U00672,2025-04-22,fare_click,BSP
U00672,2025-04-21,fare_click,BSP
U00672,2025-04-12,search,BSP
U00672,2025-04-19,search,BSP
U00672,2025-03-31,search,BSP
U00672,2025-04-28,booking_start,BSP
U00672,2025-04-04,fare_click,BSP
U00673,2025-01-15,fare_click,API
U00673,2025-01-19,search,API
U00673,2025-02-04,booking_start,API
U00673,2025-01-22,search,API
U00673,2025-01-29,search,API
U00673,2025-01-15,fare_click,API
U00673,2025-02-05,fare_click,API
U00673,2025-02-02,search,API
U00673,2025-01-29,search,API
U00673,2025-01-28,search,API
U00673,2025-01-26,search,API
U00673,2025-01-08,purchase,API
U00673,2025-01-16,search,API
U00673,2025-01-25,fare_click,API
U00674,2025-03-12,fare_click,BSP
U00674,2025-03-18,fare_click,BSP
U00674,2025-02-28,fare_click,BSP
U00674,2025-03-11,purchase,BSP
U00674,2025-03-06,fare_click,BSP
U00674,2025-03-27,search,BSP
U00674,2025-03-15,search,BSP
U00674,2025-03-10,search,BSP
U00674,2025-03-25,search,BSP
U00674,2025-03-10,fare_click,BSP
U00674,2025-03-27,search,BSP
U00674,2025-03-20,booking_start,BSP
U00674,2025-02-28,search,BSP
U00674,2025-03-05,fare_click,BSP
U00674,2025-03-23,booking_start,BSP
U00674,2025-03-27,search,BSP
U00674,2025-03-03,booking_start,BSP
U00674,2025-03-01,fare_click,BSP
U00675,2025-03-01,search,API
U00675,2025-03-09,purchase,API
U00675,2025-03-10,purchase,API
U00675,2025-03-30,fare_click,API
U00675,2025-03-25,search,API
U00675,2025-03-17,fare_click,API
U00675,2025-03-13,search,API
U00675,2025-03-05,fare_click,API
U00675,2025-03-28,search,API
U00675,2025-03-18,booking_start,API
U00675,2025-03-23,search,API
U00675,2025-03-09,search,API
U00675,2025-03-10,fare_click,API
U00675,2025-03-28,booking_start,API
U00675,2025-03-24,search,API
U00675,2025-03-28,search,API
U00676,2025-02-25,booking_start,WEB
U00676,2025-02-21,search,WEB
U00676,2025-03-10,fare_click,WEB
U00676,2025-03-04,search,WEB
U00676,2025-02-28,fare_click,WEB
U00676,2025-03-01,search,WEB
U00676,2025-03-01,fare_click,WEB
U00676,2025-03-10,search,WEB
U00677,2025-02-22,fare_click,MOB
U00677,2025-01-30,search,MOB
U00677,2025-02-04,fare_click,MOB
U00677,2025-02-02,purchase,MOB
U00677,2025-02-16,search,MOB
U00677,2025-01-29,fare_click,MOB
U00677,2025-02-03,search,MOB
U00677,2025-01-31,fare_click,MOB
U00677,2025-02-12,booking_start,MOB
U00677,2025-02-20,search,MOB
U00677,2025-02-03,search,MOB
U00677,2025-02-11,purchase,MOB
U00677,2025-02-16,fare_click,MOB
U00677,2025-02-05,search,MOB
U00677,2025-02-17,fare_click,MOB
U00677,2025-02-23,purchase,MOB
U00677,2025-02-02,fare_click,MOB
U00677,2025-02-02,purchase,MOB
U00678,2025-02-25,search,MOB
U00678,2025-02-12,search,MOB
U00678,2025-02-15,search,MOB
U00678,2025-03-11,fare_click,MOB
U00678,2025-03-01,purchase,MOB
U00678,2025-02-11,fare_click,MOB
U00678,2025-03-08,search,MOB
U00678,2025-03-03,search,MOB
U00678,2025-02-21,fare_click,MOB
U00678,2025-02-16,search,MOB
U00678,2025-02-14,fare_click,MOB
U00678,2025-02-28,purchase,MOB
U00678,2025-03-11,booking_start,MOB
U00678,2025-02-19,search,MOB
U00678,2025-02-15,purchase,MOB
U00678,2025-02-28,booking_start,MOB
U00679,2025-03-31,search,WEB
U00679,2025-03-15,search,WEB
U00679,2025-03-10,search,WEB
U00679,2025-03-20,fare_click,WEB
U00679,2025-03-23,fare_click,WEB
U00679,2025-03-23,booking_start,WEB
U00679,2025-03-10,purchase,WEB
U00679,2025-03-30,fare_click,WEB
